Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,HasMortgage,HasDependents,HasCoSigner,Default,EmploymentType_Part-time,EmploymentType_Self-employed,EmploymentType_Unemployed,MaritalStatus_Married,MaritalStatus_Single,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other
44,66587,35711,424,32,1,23.65,60,0.22,2,0,1,1,0,False,True,False,True,False,True,False,False,False
45,100529,46227,593,69,4,17.67,36,0.52,0,0,0,1,0,False,False,False,False,True,False,False,True,False
57,105622,222472,327,117,2,5.24,60,0.67,0,0,1,1,0,False,True,False,True,False,False,False,True,False
27,101935,163458,341,33,3,2.02,60,0.44,0,0,0,0,0,False,True,False,False,False,False,False,False,True
57,20472,206247,516,17,2,14.77,12,0.14,0,1,0,1,0,False,False,True,False,True,False,False,False,False
41,124494,164646,485,17,2,3.16,36,0.86,0,1,1,0,0,False,True,False,False,True,True,False,False,False
59,47506,228222,372,14,3,9.09,36,0.82,0,0,1,1,0,False,False,False,False,True,False,True,False,False
42,128850,166464,639,85,4,16.21,24,0.17,1,1,1,0,0,False,False,True,True,False,False,False,True,False
27,130407,203221,830,37,3,15.03,12,0.83,1,1,1,1,0,False,False,True,True,False,False,True,False,False
39,31518,44454,311,26,1,16.96,12,0.86,3,1,0,0,1,False,True,False,False,False,False,False,True,False
60,77659,249295,458,26,4,9.7,36,0.72,1,0,0,1,0,True,False,False,True,False,False,True,False,False
47,33430,95272,655,100,2,4.43,48,0.52,0,0,1,0,0,False,False,True,True,False,True,False,False,False
63,38660,149975,406,19,1,20.83,24,0.69,2,0,1,0,0,False,True,False,False,False,False,True,False,False
58,146974,132212,509,2,3,6.2,12,0.75,3,0,0,0,0,False,False,False,True,False,False,True,False,False
18,15452,173029,773,82,3,23.84,24,0.35,2,0,0,0,1,False,False,True,True,False,False,True,False,False
40,45184,41242,622,63,3,10.62,36,0.3,1,1,0,0,0,False,True,False,False,False,True,False,False,False
52,96060,162501,374,5,4,19.62,36,0.59,3,1,1,0,0,False,False,True,False,False,False,True,False,False
34,46131,167229,357,76,2,14.59,12,0.36,1,1,0,0,0,False,False,True,False,False,False,False,False,True
46,79150,94159,464,8,4,19.35,12,0.12,3,0,1,0,0,False,False,False,True,False,False,False,True,False
36,52878,212029,518,14,3,3.35,36,0.9,3,0,0,1,0,False,True,False,True,False,False,False,False,True
30,106574,183679,727,55,4,7.8,12,0.71,0,1,0,1,0,False,True,False,False,False,False,False,True,False
58,91105,13807,457,67,3,18.95,48,0.78,2,1,1,0,0,True,False,False,False,False,False,False,False,True
35,134035,9153,703,59,3,13.09,36,0.31,3,1,0,0,0,True,False,False,True,False,False,True,False,False
24,71084,243594,349,100,2,23.99,60,0.87,2,1,1,0,0,False,False,False,True,False,False,True,False,False
42,149890,246410,428,36,2,9.1,60,0.78,0,0,1,0,0,True,False,False,False,False,True,False,False,False
30,44183,119576,829,42,4,6.98,36,0.39,2,0,0,0,0,False,True,False,True,False,False,True,False,False
25,25076,45848,331,29,1,16.42,36,0.23,1,0,1,1,0,False,True,False,False,True,False,True,False,False
37,28618,74230,736,73,4,23.43,12,0.28,1,0,0,0,1,False,True,False,False,False,False,False,True,False
43,59022,60761,475,41,3,5.74,48,0.85,2,0,1,1,0,False,False,False,True,False,False,False,False,False
59,27410,45026,620,80,3,7.4,36,0.71,3,1,0,0,1,True,False,False,False,True,False,True,False,False
66,15678,83640,337,73,1,8.82,36,0.16,3,1,0,1,0,False,False,False,False,True,False,False,False,False
59,29783,206520,789,91,1,10.35,24,0.16,1,1,0,0,0,False,True,False,False,False,False,False,False,False
27,141862,158303,752,30,1,4.46,24,0.13,3,0,0,1,0,True,False,False,False,True,False,True,False,False
69,51434,21935,565,85,2,17.5,48,0.15,3,1,1,0,0,True,False,False,False,True,False,False,False,False
52,137082,48242,456,84,2,4.52,48,0.46,3,1,0,0,0,False,False,False,False,True,True,False,False,False
68,104590,149386,591,78,3,16.23,48,0.31,1,0,1,0,0,False,True,False,False,False,True,False,False,False
22,41192,76747,650,82,3,12.62,36,0.59,1,0,1,1,0,False,False,False,True,False,False,False,False,False
23,80992,56099,794,99,1,24.34,48,0.39,3,1,1,1,0,False,False,True,False,False,False,True,False,False
40,70664,116556,793,103,3,23.4,48,0.88,1,1,1,1,1,False,True,False,True,False,False,False,False,False
31,62819,32955,817,55,4,15.24,24,0.11,3,1,0,1,0,False,False,False,False,False,False,True,False,False
36,25377,143065,376,24,4,3.49,36,0.61,2,1,1,0,0,False,False,False,False,True,False,False,True,False
33,96453,162491,762,72,4,4.76,36,0.15,2,1,0,1,0,False,True,False,True,False,False,False,False,False
65,44778,48677,432,109,1,10.58,60,0.32,3,0,1,0,0,False,True,False,False,False,False,True,False,False
25,57005,89286,606,50,1,2.48,36,0.6,2,1,1,1,0,False,True,False,True,False,False,True,False,False
32,92271,110724,355,73,2,17.31,48,0.75,1,1,1,0,0,False,False,True,False,False,False,True,False,False
58,18238,153838,651,18,4,2.64,24,0.21,1,0,0,1,1,False,True,False,False,True,True,False,False,False
47,52158,230137,803,4,3,9.99,12,0.7,1,0,1,0,0,False,True,False,False,True,False,True,False,False
43,19412,49269,343,72,4,15.71,24,0.65,3,1,0,1,0,True,False,False,False,True,False,False,True,False
47,141896,166417,523,40,2,8.15,48,0.51,1,0,0,0,0,True,False,False,False,True,False,False,False,True
51,133738,154048,396,63,1,4.57,12,0.14,3,0,1,1,0,True,False,False,False,True,False,False,False,True
51,20558,208495,666,105,2,15.99,36,0.61,0,0,1,0,1,False,False,True,False,False,False,True,False,False
60,35742,221071,524,87,4,2.75,36,0.63,0,0,0,1,0,True,False,False,False,False,False,False,False,False
58,54945,74615,636,66,3,5.26,48,0.78,2,1,1,1,0,False,True,False,False,False,False,False,False,True
66,70847,243927,453,111,1,5.87,60,0.67,0,1,0,0,0,True,False,False,True,False,True,False,False,False
36,120740,112407,303,11,1,20.05,36,0.58,1,1,0,0,0,False,True,False,False,True,False,False,True,False
32,147260,213846,690,29,2,24.13,48,0.68,0,0,1,0,0,True,False,False,True,False,False,False,True,False
52,27243,75357,796,61,4,2.89,24,0.77,1,1,1,1,0,False,False,True,False,False,True,False,False,False
22,99974,33002,748,43,2,5.93,24,0.13,3,1,1,0,0,False,True,False,False,True,False,False,True,False
24,88489,36140,404,59,3,5.75,12,0.64,3,0,1,0,0,False,False,True,False,False,True,False,False,False
66,135856,80559,612,10,4,17.13,24,0.73,0,1,1,1,0,False,False,False,False,False,False,True,False,False
58,42064,198531,581,10,2,6.96,24,0.6,0,1,0,0,0,False,False,True,False,True,True,False,False,False
46,49086,231229,563,59,4,10.72,36,0.14,2,1,0,0,0,False,False,True,False,True,False,False,False,False
23,65393,248228,503,36,2,7.23,60,0.71,0,1,0,1,1,False,True,False,False,True,False,False,False,True
20,93692,174741,697,119,1,15.85,36,0.8,0,0,1,0,1,False,False,True,True,False,True,False,False,False
59,21442,161212,366,80,1,7.21,48,0.2,0,0,1,0,0,False,False,True,True,False,True,False,False,False
41,101873,7740,720,104,4,19.88,12,0.73,2,1,1,1,0,False,False,False,False,False,False,False,False,True
48,120269,230796,488,93,1,15.74,48,0.31,0,1,1,0,0,False,False,True,True,False,False,False,False,False
40,43412,74903,834,25,1,5.9,60,0.3,2,1,1,1,0,True,False,False,True,False,True,False,False,False
66,98036,39742,652,50,2,22.45,48,0.89,1,0,0,1,0,False,True,False,False,True,False,False,False,False
27,58011,6922,799,60,3,2.19,36,0.61,1,0,0,1,0,False,False,False,True,False,True,False,False,False
19,132055,196934,836,30,3,19.54,24,0.81,2,0,1,1,0,False,True,False,False,False,False,True,False,False
50,74850,214993,788,2,4,10.36,24,0.52,0,1,1,1,0,False,True,False,False,False,False,False,False,True
32,111985,234691,661,75,4,23.75,12,0.22,1,0,1,1,0,False,True,False,False,False,False,False,True,False
60,49901,242230,823,88,2,14.68,48,0.79,2,1,0,0,0,True,False,False,False,False,False,True,False,False
27,47111,172136,645,91,1,7.73,36,0.58,3,0,1,0,0,True,False,False,False,False,False,False,True,False
24,138835,195010,769,114,2,20.24,36,0.67,1,1,0,0,0,False,False,False,False,False,True,False,False,False
68,70634,157923,585,78,2,14.04,60,0.4,2,0,1,0,0,False,True,False,True,False,False,False,True,False
29,118696,63502,676,12,4,5.19,60,0.75,0,1,0,0,0,False,False,False,False,True,False,False,False,False
42,122670,43812,760,32,1,4.64,12,0.66,0,0,1,1,0,False,True,False,True,False,True,False,False,False
19,148247,100999,642,89,3,8.51,48,0.66,1,0,0,1,0,False,False,False,False,False,False,False,False,True
21,95215,194303,453,73,4,7.23,48,0.62,1,0,0,1,0,True,False,False,False,False,False,True,False,False
60,49585,161981,739,17,4,16.2,36,0.53,3,1,0,1,0,False,True,False,False,True,True,False,False,False
43,47018,187370,499,50,4,3.82,36,0.48,1,1,1,1,0,False,False,True,False,False,False,True,False,False
47,144085,129417,437,28,4,24.04,24,0.84,3,1,1,1,0,False,False,True,False,False,False,True,False,False
56,76072,54340,343,48,1,11.27,24,0.35,0,0,0,0,0,False,False,True,False,True,True,False,False,False
33,121298,39225,773,3,3,9.67,12,0.28,0,0,1,0,0,False,False,False,True,False,False,False,False,True
26,16467,42675,415,26,3,12.94,12,0.84,0,1,0,1,1,False,False,False,False,False,False,False,False,True
35,112114,176807,373,66,4,9.29,60,0.38,2,0,1,1,0,False,False,False,False,True,True,False,False,False
47,71269,178250,843,95,3,12.4,36,0.2,2,0,0,0,0,False,True,False,False,False,False,True,False,False
34,82571,157250,308,73,2,17.44,12,0.35,1,0,1,0,1,False,False,False,True,False,True,False,False,False
40,49976,165486,364,16,1,2.3,36,0.39,3,1,1,1,0,False,True,False,False,False,False,False,False,True
68,130327,239130,723,91,1,18.54,36,0.47,3,1,1,1,0,False,True,False,False,False,False,False,False,False
28,129373,102947,360,53,2,4.25,12,0.57,3,0,1,1,0,True,False,False,True,False,True,False,False,False
22,136679,77078,844,13,3,5.19,12,0.86,0,0,1,1,0,False,False,True,False,True,False,True,False,False
46,32880,211122,719,19,1,17.22,36,0.73,2,1,1,1,0,False,True,False,True,False,False,False,True,False
52,33863,171511,549,31,4,11.08,24,0.87,1,1,0,1,0,True,False,False,True,False,True,False,False,False
20,105454,75124,422,38,2,22.74,24,0.21,1,0,1,0,0,False,False,False,False,True,False,False,True,False
67,67336,209966,631,102,4,17.53,24,0.43,3,1,1,0,1,False,True,False,False,False,True,False,False,False
62,113459,23023,844,12,4,23.17,48,0.23,1,0,1,1,0,False,False,False,False,True,False,True,False,False
50,115306,25004,578,18,2,7.39,48,0.26,0,0,0,0,0,False,False,False,False,False,True,False,False,False
36,59521,170089,411,84,2,20.48,36,0.65,3,1,1,0,0,True,False,False,False,True,False,False,False,True
38,130170,65629,523,79,1,8.32,48,0.71,1,0,1,0,0,False,False,True,False,True,False,False,True,False
32,141030,184090,359,13,3,14.17,60,0.82,3,1,1,1,0,False,False,True,False,True,True,False,False,False
61,34474,131995,362,79,3,17.83,36,0.41,2,0,1,1,0,False,True,False,False,True,False,False,False,False
55,68673,126407,605,106,2,7.91,60,0.43,2,1,1,0,0,True,False,False,True,False,False,False,False,True
60,92707,97677,731,1,4,3.3,36,0.7,2,0,0,1,0,False,False,True,True,False,True,False,False,False
23,77960,224607,380,79,2,12.61,24,0.45,3,1,0,1,0,True,False,False,False,False,False,False,False,False
66,48140,120288,495,89,4,22.76,36,0.83,3,0,1,1,0,True,False,False,True,False,False,True,False,False
57,73953,31991,423,113,1,5.01,24,0.64,1,1,1,1,0,False,False,False,True,False,False,False,False,True
20,113882,43233,571,62,3,16.82,48,0.6,1,1,1,0,0,True,False,False,False,False,False,False,False,True
65,53568,107040,636,43,4,5.34,24,0.81,3,1,0,0,0,False,False,False,False,False,False,False,False,True
29,91516,159970,765,46,2,13.42,24,0.2,0,1,0,1,0,False,True,False,False,True,False,False,False,False
23,79793,158243,507,110,2,12.09,36,0.16,2,1,1,1,0,False,True,False,False,True,False,False,True,False
34,145359,5687,492,36,2,23.08,24,0.13,3,0,0,0,0,False,False,True,False,True,False,False,True,False
49,133884,10246,472,92,1,11.07,48,0.11,1,0,1,0,0,False,False,False,False,True,True,False,False,False
53,58576,183088,556,116,4,11.66,48,0.71,0,0,1,1,0,False,False,True,False,True,False,False,False,True
22,89899,169519,491,91,4,22.76,48,0.43,3,1,0,1,0,False,False,False,False,True,True,False,False,False
41,31808,146146,387,39,4,13.83,24,0.12,2,1,0,0,0,False,True,False,True,False,False,False,True,False
41,125329,21947,781,114,3,6.81,12,0.59,0,1,1,0,0,False,False,True,False,False,False,True,False,False
18,51461,35942,807,18,4,23.1,12,0.44,3,1,0,1,1,False,False,True,False,False,False,True,False,False
37,45863,181583,709,61,4,6.19,60,0.48,0,0,0,0,0,False,True,False,True,False,False,False,True,False
37,148524,120524,729,17,3,22.0,36,0.16,3,1,1,1,0,False,True,False,False,False,False,False,True,False
69,112836,196825,419,109,4,6.21,12,0.7,2,1,0,0,0,True,False,False,True,False,False,True,False,False
36,59796,31677,619,113,4,2.87,24,0.23,1,1,0,1,0,False,False,False,False,False,True,False,False,False
26,68589,60686,387,44,4,3.17,48,0.79,0,0,1,1,0,False,True,False,True,False,False,False,True,False
38,143697,145941,713,22,1,17.73,12,0.75,1,1,1,0,0,False,True,False,False,False,False,False,False,True
58,78418,10923,625,87,3,7.17,12,0.69,2,0,0,0,0,True,False,False,False,False,False,False,False,False
26,52699,45447,303,26,3,6.83,24,0.3,0,0,1,0,0,False,False,False,False,True,True,False,False,False
39,93591,127894,639,118,2,24.17,36,0.81,2,1,1,1,0,False,True,False,True,False,True,False,False,False
29,123995,122447,370,39,1,3.16,24,0.73,3,0,0,0,0,False,False,False,False,False,False,False,False,True
61,97474,139922,340,23,1,17.45,24,0.55,3,0,1,1,0,True,False,False,True,False,False,False,False,True
22,78287,149837,827,69,1,12.54,12,0.7,3,0,1,0,0,True,False,False,True,False,False,False,True,False
52,56427,16058,324,75,3,4.36,60,0.38,1,0,1,1,0,False,True,False,True,False,False,True,False,False
34,35840,37065,392,115,1,16.19,60,0.25,1,1,1,1,0,True,False,False,False,False,False,True,False,False
68,75450,130261,831,99,3,11.63,24,0.28,3,0,1,1,0,False,False,False,False,True,False,False,False,True
24,115730,24504,838,66,4,22.27,24,0.56,1,0,1,1,0,False,False,False,False,False,True,False,False,False
61,36852,95995,351,21,2,18.73,60,0.68,0,0,0,0,0,False,True,False,False,True,False,False,False,False
48,98698,87375,521,119,4,10.5,24,0.64,2,0,1,1,0,True,False,False,False,False,True,False,False,False
50,54494,150845,459,110,3,7.1,36,0.14,2,0,1,1,0,False,False,True,True,False,False,True,False,False
41,145975,64662,686,45,2,6.3,60,0.55,1,0,0,0,0,True,False,False,False,True,False,True,False,False
44,21435,65489,833,54,4,3.5,24,0.52,3,0,1,1,0,False,True,False,False,True,True,False,False,False
32,114712,61020,356,23,3,12.35,48,0.19,0,1,1,0,0,False,False,False,False,True,False,False,False,True
20,113875,202825,444,70,3,4.21,12,0.37,2,1,0,1,0,False,True,False,False,True,False,False,False,False
69,120010,37159,801,20,2,5.2,24,0.78,1,0,0,0,0,False,False,False,False,False,False,False,True,False
42,31895,37563,450,106,4,14.32,60,0.45,3,0,0,0,0,False,False,True,False,False,False,False,False,True
54,58262,116655,585,83,4,8.38,60,0.24,3,0,0,1,0,True,False,False,False,False,False,False,False,True
23,54542,58813,620,34,2,6.81,60,0.17,2,0,1,0,0,True,False,False,True,False,True,False,False,False
27,119705,68859,657,68,2,21.6,48,0.58,1,0,1,0,0,False,False,False,True,False,True,False,False,False
50,67152,139541,602,45,1,11.91,12,0.71,0,0,0,1,1,False,True,False,False,False,False,True,False,False
39,79298,149552,355,47,3,15.93,24,0.23,2,0,0,1,0,False,False,True,False,False,False,False,True,False
64,80384,81035,726,13,3,22.79,60,0.47,1,0,0,0,0,False,False,True,True,False,True,False,False,False
58,83995,171554,380,104,4,12.7,60,0.8,2,1,1,0,0,False,True,False,False,False,False,True,False,False
50,32543,117158,754,106,3,2.52,24,0.15,3,1,1,1,1,False,False,False,False,True,False,True,False,False
43,70416,107113,564,78,3,19.33,12,0.49,3,0,1,0,0,False,False,False,False,False,False,True,False,False
31,23125,181739,786,9,4,8.43,48,0.55,2,1,1,0,1,False,True,False,False,False,False,False,False,False
42,106992,130072,300,118,3,12.94,24,0.41,1,1,0,1,0,False,False,True,True,False,False,False,False,True
47,40949,21900,304,4,1,14.49,36,0.27,1,0,1,1,0,False,False,False,False,True,False,False,True,False
66,44380,115796,752,1,3,19.03,12,0.74,0,0,1,1,1,False,False,False,False,False,False,False,False,True
53,85885,89665,572,115,4,24.79,48,0.13,0,0,0,0,0,False,False,False,True,False,False,False,False,True
29,30815,104291,753,47,2,6.28,36,0.85,2,0,0,1,0,False,False,True,False,True,True,False,False,False
36,111622,116313,810,104,2,15.62,48,0.59,1,0,1,1,0,True,False,False,True,False,True,False,False,False
30,142674,45106,532,60,3,22.59,36,0.68,3,1,1,0,1,False,False,True,False,True,False,False,False,True
60,101060,112961,354,6,2,13.55,60,0.69,1,1,0,1,0,False,False,True,False,False,False,True,False,False
28,142549,208523,748,106,3,14.34,60,0.81,2,0,1,0,0,False,True,False,True,False,False,False,False,True
50,131587,200917,661,102,3,8.45,24,0.72,0,0,0,1,0,False,True,False,False,False,False,False,False,False
33,38440,174478,632,88,4,13.57,36,0.49,2,0,0,0,1,False,False,True,True,False,True,False,False,False
46,78682,135945,620,71,2,2.5,48,0.1,1,1,1,1,0,False,False,False,True,False,False,False,False,True
62,101674,225367,359,73,3,23.59,12,0.85,0,0,0,0,0,False,False,True,False,True,True,False,False,False
61,95569,176416,720,83,2,16.17,12,0.68,1,1,0,0,0,False,False,False,True,False,False,True,False,False
29,133713,184021,771,86,1,19.44,48,0.59,0,0,1,0,0,False,False,False,False,True,True,False,False,False
48,22988,34339,616,44,4,2.04,24,0.68,2,0,1,0,0,False,False,True,False,False,False,False,True,False
19,67322,104678,697,20,3,15.57,48,0.8,2,1,1,0,0,True,False,False,True,False,False,False,True,False
18,61070,8878,674,48,3,3.71,48,0.53,1,0,1,1,0,True,False,False,False,False,False,False,False,False
65,21049,78602,655,33,3,6.99,48,0.6,1,1,1,0,0,False,False,False,False,True,False,False,False,False
24,90825,207631,320,57,1,17.16,24,0.49,0,0,0,1,1,False,False,True,False,False,False,False,True,False
64,67260,151508,620,34,3,22.25,48,0.26,1,1,1,1,0,False,False,False,True,False,False,False,True,False
49,98607,63965,519,42,1,11.38,48,0.37,3,1,1,1,0,False,False,False,False,True,False,False,True,False
69,19468,57491,797,4,3,2.43,36,0.43,1,0,0,0,0,True,False,False,True,False,False,False,True,False
57,95810,111136,363,67,3,2.97,12,0.66,1,1,0,1,0,False,True,False,False,False,False,False,True,False
36,108930,205731,601,107,4,17.06,24,0.31,3,1,0,1,0,True,False,False,False,False,True,False,False,False
42,46696,87277,601,58,3,16.89,60,0.56,3,0,0,1,0,False,True,False,True,False,False,False,True,False
37,70271,107222,378,15,1,20.21,36,0.73,1,1,1,1,0,False,False,True,False,False,False,False,False,True
31,22548,178788,716,43,2,4.82,12,0.31,2,1,0,1,0,True,False,False,False,True,False,False,False,True
26,138000,105894,813,23,1,22.67,24,0.58,2,0,1,0,0,False,False,False,True,False,False,False,False,False
47,71792,131725,539,97,1,19.94,12,0.54,3,1,1,0,0,True,False,False,False,False,True,False,False,False
